"radios","LINK","comuna","fraccion","radio","CO_FRAC_RA","Hasta   0.50 personas por cuarto","0.51  -  0.99  personas por cuarto","1.00  -  1.49  personas por cuarto","1.50  -  1.99  personas por cuarto","2.00  -  3.00  personas por cuarto","Más de  3.00 personas por cuarto"
"AREA#020051306","020051306",5,13,6,"5_13_6",41,21,28,3,6,1
"AREA#020051307","020051307",5,13,7,"5_13_7",28,17,36,6,12,0
"AREA#020051308","020051308",5,13,8,"5_13_8",43,18,31,3,5,0
"AREA#020051309","020051309",5,13,9,"5_13_9",33,25,33,4,5,0
"AREA#020051401","020051401",5,14,1,"5_14_1",40,27,28,3,1,0
"AREA#020051402","020051402",5,14,2,"5_14_2",41,7,33,7,11,1
"AREA#020051403","020051403",5,14,3,"5_14_3",35,13,35,6,11,1
"AREA#020051404","020051404",5,14,4,"5_14_4",35,20,34,5,5,0
"AREA#020051405","020051405",5,14,5,"5_14_5",32,13,39,3,12,1
"AREA#020051406","020051406",5,14,6,"5_14_6",34,19,34,6,7,0
"AREA#020051407","020051407",5,14,7,"5_14_7",32,15,38,4,11,1
"AREA#020051408","020051408",5,14,8,"5_14_8",38,21,30,2,5,4
"AREA#020051409","020051409",5,14,9,"5_14_9",29,14,35,4,15,3
"AREA#020051501","020051501",5,15,1,"5_15_1",30,13,42,4,9,2
"AREA#020051502","020051502",5,15,2,"5_15_2",29,20,37,4,9,1
"AREA#020051503","020051503",5,15,3,"5_15_3",41,18,30,4,5,1
"AREA#020051504","020051504",5,15,4,"5_15_4",33,16,40,4,8,0
"AREA#020051505","020051505",5,15,5,"5_15_5",39,16,34,4,6,1
"AREA#020051506","020051506",5,15,6,"5_15_6",29,16,35,4,13,3
"AREA#020051507","020051507",5,15,7,"5_15_7",32,15,36,8,8,2
"AREA#020051508","020051508",5,15,8,"5_15_8",23,11,40,3,20,2
"AREA#020051509","020051509",5,15,9,"5_15_9",26,17,33,7,13,4
"AREA#020051601","020051601",5,16,1,"5_16_1",31,20,36,4,7,1
"AREA#020051602","020051602",5,16,2,"5_16_2",33,15,35,10,8,0
"AREA#020051603","020051603",5,16,3,"5_16_3",31,19,36,3,10,1
"AREA#020051604","020051604",5,16,4,"5_16_4",24,14,35,8,16,3
"AREA#020051605","020051605",5,16,5,"5_16_5",28,17,42,3,10,0
"AREA#020051606","020051606",5,16,6,"5_16_6",35,14,36,6,9,1
"AREA#020051607","020051607",5,16,7,"5_16_7",21,19,34,5,20,1
"AREA#020051608","020051608",5,16,8,"5_16_8",29,18,27,9,12,4
"AREA#020051609","020051609",5,16,9,"5_16_9",24,14,40,7,12,2
"AREA#020051610","020051610",5,16,10,"5_16_10",29,18,34,7,10,2
"AREA#020051611","020051611",5,16,11,"5_16_11",25,22,37,7,7,1
"AREA#020051701","020051701",5,17,1,"5_17_1",31,20,37,4,7,1
"AREA#020051702","020051702",5,17,2,"5_17_2",29,17,36,6,10,1
"AREA#020051703","020051703",5,17,3,"5_17_3",23,23,43,4,6,1
"AREA#020051704","020051704",5,17,4,"5_17_4",35,21,30,4,8,2
"AREA#020051705","020051705",5,17,5,"5_17_5",38,27,25,5,5,1
"AREA#020051706","020051706",5,17,6,"5_17_6",32,23,35,5,5,0
"AREA#020051707","020051707",5,17,7,"5_17_7",26,24,36,7,6,1
"AREA#020051708","020051708",5,17,8,"5_17_8",32,19,33,5,9,1
"AREA#020051709","020051709",5,17,9,"5_17_9",23,15,41,4,16,2
"AREA#020051710","020051710",5,17,10,"5_17_10",30,23,36,7,4,0
"AREA#020051711","020051711",5,17,11,"5_17_11",32,18,39,4,7,0
"AREA#020051801","020051801",5,18,1,"5_18_1",27,21,43,6,4,0
"AREA#020051802","020051802",5,18,2,"5_18_2",25,18,38,7,11,1
"AREA#020051803","020051803",5,18,3,"5_18_3",31,18,36,8,6,1
"AREA#020051804","020051804",5,18,4,"5_18_4",27,19,40,4,8,1
"AREA#020051805","020051805",5,18,5,"5_18_5",29,22,36,5,6,1
"AREA#020051806","020051806",5,18,6,"5_18_6",25,21,41,6,5,2
"AREA#020051807","020051807",5,18,7,"5_18_7",29,16,44,6,6,0
"AREA#020051808","020051808",5,18,8,"5_18_8",33,24,28,11,5,0
"AREA#020051809","020051809",5,18,9,"5_18_9",29,22,37,6,5,0
"AREA#020051810","020051810",5,18,10,"5_18_10",29,21,35,6,7,1
"AREA#020051811","020051811",5,18,11,"5_18_11",36,18,34,5,6,1
"AREA#020051901","020051901",5,19,1,"5_19_1",35,21,32,4,7,0
"AREA#020051902","020051902",5,19,2,"5_19_2",30,20,37,6,7,0
"AREA#020051903","020051903",5,19,3,"5_19_3",33,15,35,6,10,1
"AREA#020051904","020051904",5,19,4,"5_19_4",28,21,35,6,8,2
"AREA#020051905","020051905",5,19,5,"5_19_5",33,19,34,5,7,2
"AREA#020051906","020051906",5,19,6,"5_19_6",26,18,39,6,9,1
"AREA#020051907","020051907",5,19,7,"5_19_7",35,20,33,3,9,1
"AREA#020051908","020051908",5,19,8,"5_19_8",40,14,32,7,7,1
"AREA#020051909","020051909",5,19,9,"5_19_9",32,18,37,6,6,1
"AREA#020051910","020051910",5,19,10,"5_19_10",33,20,33,6,7,1
"AREA#020051911","020051911",5,19,11,"5_19_11",23,18,37,9,12,1
"AREA#020052001","020052001",5,20,1,"5_20_1",25,16,44,6,8,1
"AREA#020052002","020052002",5,20,2,"5_20_2",31,17,39,5,6,1
"AREA#020052003","020052003",5,20,3,"5_20_3",19,15,38,7,17,4
"AREA#020052004","020052004",5,20,4,"5_20_4",25,20,37,4,11,2
"AREA#020052005","020052005",5,20,5,"5_20_5",25,19,37,9,7,2
"AREA#020052006","020052006",5,20,6,"5_20_6",21,27,35,5,10,2
"AREA#020052007","020052007",5,20,7,"5_20_7",22,23,33,11,10,2
"AREA#020052008","020052008",5,20,8,"5_20_8",22,21,35,9,9,4
"AREA#020052009","020052009",5,20,9,"5_20_9",30,18,37,6,9,0
"AREA#020052010","020052010",5,20,10,"5_20_10",25,24,35,6,9,1
"AREA#020052011","020052011",5,20,11,"5_20_11",24,22,35,8,11,0
"AREA#020052012","020052012",5,20,12,"5_20_12",18,20,36,7,17,2
"AREA#020052101","020052101",5,21,1,"5_21_1",26,17,43,3,9,1
"AREA#020052102","020052102",5,21,2,"5_21_2",24,16,42,5,11,2
"AREA#020052103","020052103",5,21,3,"5_21_3",28,22,36,5,8,0
"AREA#020052104","020052104",5,21,4,"5_21_4",29,18,34,8,9,2
"AREA#020052105","020052105",5,21,5,"5_21_5",35,20,36,6,4,0
"AREA#020052106","020052106",5,21,6,"5_21_6",29,11,38,9,12,1
"AREA#020052107","020052107",5,21,7,"5_21_7",32,27,26,4,8,2
"AREA#020052108","020052108",5,21,8,"5_21_8",25,25,28,4,12,6
"AREA#020052109","020052109",5,21,9,"5_21_9",20,28,38,6,8,0
"AREA#020052110","020052110",5,21,10,"5_21_10",30,21,31,7,9,2
"AREA#020052111","020052111",5,21,11,"5_21_11",35,23,34,5,2,0
"AREA#020052201","020052201",5,22,1,"5_22_1",29,24,36,8,3,0
"AREA#020052202","020052202",5,22,2,"5_22_2",27,24,33,7,9,1
"AREA#020052203","020052203",5,22,3,"5_22_3",31,19,36,7,7,0
"AREA#020052204","020052204",5,22,4,"5_22_4",30,22,33,7,7,1
"AREA#020052205","020052205",5,22,5,"5_22_5",23,23,34,6,11,3
"AREA#020052206","020052206",5,22,6,"5_22_6",21,21,40,4,11,2
"AREA#020052207","020052207",5,22,7,"5_22_7",26,12,42,8,11,2
"AREA#020052208","020052208",5,22,8,"5_22_8",25,23,36,5,7,3
"AREA#020052209","020052209",5,22,9,"5_22_9",22,26,37,9,5,1
"AREA#020052210","020052210",5,22,10,"5_22_10",22,26,35,4,10,3
"AREA#020052211","020052211",5,22,11,"5_22_11",20,20,37,7,13,3
"AREA#020052212","020052212",5,22,12,"5_22_12",25,21,40,5,9,1
"AREA#020052213","020052213",5,22,13,"5_22_13",22,24,30,13,10,1
"AREA#020060101","020060101",6,1,1,"6_1_1",22,20,38,10,9,2
"AREA#020060102","020060102",6,1,2,"6_1_2",32,21,31,8,7,1
"AREA#020060103","020060103",6,1,3,"6_1_3",27,18,41,5,8,0
"AREA#020060104","020060104",6,1,4,"6_1_4",34,20,32,5,9,1
"AREA#020060105","020060105",6,1,5,"6_1_5",27,21,41,4,6,1
"AREA#020060106","020060106",6,1,6,"6_1_6",29,21,40,6,4,1
"AREA#020060107","020060107",6,1,7,"6_1_7",26,19,42,8,5,0
"AREA#020060108","020060108",6,1,8,"6_1_8",26,15,38,7,11,2
"AREA#020060109","020060109",6,1,9,"6_1_9",23,25,38,7,6,0
"AREA#020060110","020060110",6,1,10,"6_1_10",31,33,26,5,5,0
"AREA#020060111","020060111",6,1,11,"6_1_11",30,23,37,5,4,1
"AREA#020060112","020060112",6,1,12,"6_1_12",35,15,38,2,10,1
"AREA#020060201","020060201",6,2,1,"6_2_1",35,25,33,4,3,0
"AREA#020060202","020060202",6,2,2,"6_2_2",39,30,28,2,2,0
"AREA#020060203","020060203",6,2,3,"6_2_3",39,18,29,4,8,2
"AREA#020060204","020060204",6,2,4,"6_2_4",36,31,28,2,3,0
"AREA#020060205","020060205",6,2,5,"6_2_5",36,31,26,4,4,0
"AREA#020060206","020060206",6,2,6,"6_2_6",33,29,30,5,4,0
"AREA#020060207","020060207",6,2,7,"6_2_7",36,12,34,8,8,1
"AREA#020060208","020060208",6,2,8,"6_2_8",29,25,33,5,6,1
"AREA#020060209","020060209",6,2,9,"6_2_9",37,20,31,6,6,0
"AREA#020060210","020060210",6,2,10,"6_2_10",34,22,31,6,6,0
"AREA#020060211","020060211",6,2,11,"6_2_11",30,21,38,5,5,1
"AREA#020060301","020060301",6,3,1,"6_3_1",30,24,34,5,5,1
"AREA#020060302","020060302",6,3,2,"6_3_2",31,26,31,5,6,1
"AREA#020060303","020060303",6,3,3,"6_3_3",33,23,32,8,4,1
"AREA#020060304","020060304",6,3,4,"6_3_4",34,21,35,5,5,0
"AREA#020060305","020060305",6,3,5,"6_3_5",32,25,33,5,5,1
"AREA#020060306","020060306",6,3,6,"6_3_6",32,21,35,4,7,1
"AREA#020060307","020060307",6,3,7,"6_3_7",34,21,37,2,6,0
"AREA#020060308","020060308",6,3,8,"6_3_8",30,19,37,6,6,2
"AREA#020060309","020060309",6,3,9,"6_3_9",29,22,36,5,6,1
"AREA#020060310","020060310",6,3,10,"6_3_10",45,26,22,2,4,0
"AREA#020060401","020060401",6,4,1,"6_4_1",35,28,28,6,2,0
"AREA#020060402","020060402",6,4,2,"6_4_2",36,32,24,4,4,0
"AREA#020060403","020060403",6,4,3,"6_4_3",34,22,33,6,4,1
"AREA#020060404","020060404",6,4,4,"6_4_4",32,21,37,4,4,1
"AREA#020060405","020060405",6,4,5,"6_4_5",37,26,30,3,3,0
"AREA#020060406","020060406",6,4,6,"6_4_6",38,20,32,6,4,1
"AREA#020060407","020060407",6,4,7,"6_4_7",32,28,30,5,5,0
"AREA#020060408","020060408",6,4,8,"6_4_8",36,22,33,5,3,1
"AREA#020060409","020060409",6,4,9,"6_4_9",37,20,32,5,6,1
"AREA#020060410","020060410",6,4,10,"6_4_10",26,18,40,7,7,2
"AREA#020060411","020060411",6,4,11,"6_4_11",38,19,35,4,3,0
"AREA#020060501","020060501",6,5,1,"6_5_1",41,13,34,6,7,0
"AREA#020060502","020060502",6,5,2,"6_5_2",38,18,35,4,5,0
"AREA#020060503","020060503",6,5,3,"6_5_3",38,15,37,4,5,0
"AREA#020060504","020060504",6,5,4,"6_5_4",31,19,38,6,6,0
"AREA#020060505","020060505",6,5,5,"6_5_5",38,23,32,3,4,1
"AREA#020060506","020060506",6,5,6,"6_5_6",31,20,36,5,8,0
"AREA#020060507","020060507",6,5,7,"6_5_7",32,22,32,5,8,1
"AREA#020060508","020060508",6,5,8,"6_5_8",32,18,41,4,5,0
"AREA#020060509","020060509",6,5,9,"6_5_9",35,25,31,4,4,0
"AREA#020060510","020060510",6,5,10,"6_5_10",30,24,34,6,5,0
"AREA#020060511","020060511",6,5,11,"6_5_11",35,22,35,2,5,0
"AREA#020060512","020060512",6,5,12,"6_5_12",30,19,37,3,9,1
"AREA#020060601","020060601",6,6,1,"6_6_1",38,16,36,4,5,1
"AREA#020060602","020060602",6,6,2,"6_6_2",34,23,33,7,3,0
"AREA#020060603","020060603",6,6,3,"6_6_3",34,19,35,6,5,0
"AREA#020060604","020060604",6,6,4,"6_6_4",41,19,29,5,6,0
"AREA#020060605","020060605",6,6,5,"6_6_5",37,26,30,3,4,1
"AREA#020060606","020060606",6,6,6,"6_6_6",35,20,32,5,6,2
"AREA#020060607","020060607",6,6,7,"6_6_7",37,15,35,4,7,1
"AREA#020060608","020060608",6,6,8,"6_6_8",42,21,30,2,4,1
"AREA#020060609","020060609",6,6,9,"6_6_9",42,21,29,4,4,0
"AREA#020060701","020060701",6,7,1,"6_7_1",40,18,30,3,8,1
"AREA#020060702","020060702",6,7,2,"6_7_2",36,16,36,3,7,1
"AREA#020060703","020060703",6,7,3,"6_7_3",38,24,30,4,4,0
"AREA#020060704","020060704",6,7,4,"6_7_4",37,26,29,5,2,1
"AREA#020060705","020060705",6,7,5,"6_7_5",35,17,33,8,6,1
"AREA#020060706","020060706",6,7,6,"6_7_6",32,17,35,5,9,1
"AREA#020060707","020060707",6,7,7,"6_7_7",32,18,37,5,7,1
"AREA#020060708","020060708",6,7,8,"6_7_8",37,22,29,2,7,3
"AREA#020060709","020060709",6,7,9,"6_7_9",39,24,30,3,4,0
"AREA#020060710","020060710",6,7,10,"6_7_10",41,23,27,5,3,0
"AREA#020060711","020060711",6,7,11,"6_7_11",32,15,39,6,7,1
"AREA#020060712","020060712",6,7,12,"6_7_12",41,22,28,6,2,1
"AREA#020060713","020060713",6,7,13,"6_7_13",29,18,43,3,6,0
"AREA#020060801","020060801",6,8,1,"6_8_1",29,17,41,7,6,0
"AREA#020060802","020060802",6,8,2,"6_8_2",33,15,36,5,10,2
"AREA#020060803","020060803",6,8,3,"6_8_3",36,20,35,5,3,0
"AREA#020060804","020060804",6,8,4,"6_8_4",37,16,35,5,6,0
"AREA#020060805","020060805",6,8,5,"6_8_5",37,18,33,4,7,1
"AREA#020060806","020060806",6,8,6,"6_8_6",33,19,35,5,7,1
"AREA#020060807","020060807",6,8,7,"6_8_7",34,19,32,2,11,1
"AREA#020060808","020060808",6,8,8,"6_8_8",30,26,33,4,7,0
"AREA#020060809","020060809",6,8,9,"6_8_9",33,9,41,4,12,1
"AREA#020060810","020060810",6,8,10,"6_8_10",39,22,34,3,2,0
"AREA#020060901","020060901",6,9,1,"6_9_1",43,19,29,4,4,1
"AREA#020060902","020060902",6,9,2,"6_9_2",42,30,25,3,1,0
"AREA#020060903","020060903",6,9,3,"6_9_3",42,23,28,5,2,0
"AREA#020060904","020060904",6,9,4,"6_9_4",49,28,19,1,2,0
"AREA#020060905","020060905",6,9,5,"6_9_5",39,19,32,5,4,0
"AREA#020060906","020060906",6,9,6,"6_9_6",43,27,23,4,3,1
"AREA#020060907","020060907",6,9,7,"6_9_7",31,20,40,3,6,0
"AREA#020060908","020060908",6,9,8,"6_9_8",52,17,23,5,2,1
"AREA#020060909","020060909",6,9,9,"6_9_9",41,23,27,4,4,1
"AREA#020060910","020060910",6,9,10,"6_9_10",40,23,30,2,5,0
"AREA#020061001","020061001",6,10,1,"6_10_1",37,19,36,3,5,1
"AREA#020061002","020061002",6,10,2,"6_10_2",42,12,30,7,8,1
"AREA#020061003","020061003",6,10,3,"6_10_3",38,18,37,5,2,1
"AREA#020061004","020061004",6,10,4,"6_10_4",35,18,35,5,6,1
"AREA#020061005","020061005",6,10,5,"6_10_5",46,24,24,2,4,1
"AREA#020061006","020061006",6,10,6,"6_10_6",44,18,29,6,3,1
"AREA#020061007","020061007",6,10,7,"6_10_7",36,11,42,4,7,1
"AREA#020061008","020061008",6,10,8,"6_10_8",41,18,30,4,7,0
"AREA#020061009","020061009",6,10,9,"6_10_9",46,12,31,5,6,0
"AREA#020061010","020061010",6,10,10,"6_10_10",41,15,33,5,5,0
"AREA#020061101","020061101",6,11,1,"6_11_1",33,19,39,4,5,0
"AREA#020061102","020061102",6,11,2,"6_11_2",35,24,30,7,4,0
"AREA#020061103","020061103",6,11,3,"6_11_3",31,29,30,6,3,1
"AREA#020061104","020061104",6,11,4,"6_11_4",29,19,42,6,3,0
"AREA#020061105","020061105",6,11,5,"6_11_5",35,22,36,3,3,0
"AREA#020061106","020061106",6,11,6,"6_11_6",33,20,37,5,5,0
"AREA#020061107","020061107",6,11,7,"6_11_7",36,15,36,4,9,1
"AREA#020061108","020061108",6,11,8,"6_11_8",31,22,34,5,6,1
"AREA#020061109","020061109",6,11,9,"6_11_9",32,22,40,3,2,1
"AREA#020061110","020061110",6,11,10,"6_11_10",40,13,33,7,7,1
"AREA#020061201","020061201",6,12,1,"6_12_1",27,15,44,5,8,1
"AREA#020061202","020061202",6,12,2,"6_12_2",29,20,36,4,10,1
"AREA#020061203","020061203",6,12,3,"6_12_3",32,12,35,8,11,0
"AREA#020061204","020061204",6,12,4,"6_12_4",38,9,42,3,7,0
"AREA#020061205","020061205",6,12,5,"6_12_5",35,20,34,6,6,0
"AREA#020061206","020061206",6,12,6,"6_12_6",37,23,24,7,8,1
"AREA#020061207","020061207",6,12,7,"6_12_7",41,13,34,5,6,1
"AREA#020061208","020061208",6,12,8,"6_12_8",39,24,29,4,3,0
"AREA#020061209","020061209",6,12,9,"6_12_9",40,19,33,3,4,1
"AREA#020061210","020061210",6,12,10,"6_12_10",44,23,26,4,3,1
"AREA#020061211","020061211",6,12,11,"6_12_11",37,19,35,5,4,0
"AREA#020061212","020061212",6,12,12,"6_12_12",31,18,38,6,5,1
"AREA#020061301","020061301",6,13,1,"6_13_1",40,26,25,4,4,1
"AREA#020061302","020061302",6,13,2,"6_13_2",37,24,30,5,3,0
"AREA#020061303","020061303",6,13,3,"6_13_3",44,24,27,2,3,1
"AREA#020061304","020061304",6,13,4,"6_13_4",39,26,28,3,4,0
"AREA#020061305","020061305",6,13,5,"6_13_5",37,24,32,2,5,0
"AREA#020061306","020061306",6,13,6,"6_13_6",45,22,27,2,3,0
"AREA#020061307","020061307",6,13,7,"6_13_7",35,26,30,4,5,0
"AREA#020061308","020061308",6,13,8,"6_13_8",32,26,34,4,4,0
"AREA#020061309","020061309",6,13,9,"6_13_9",36,27,31,2,4,0
"AREA#020061401","020061401",6,14,1,"6_14_1",39,27,27,4,3,1
"AREA#020061402","020061402",6,14,2,"6_14_2",34,26,30,5,4,0
"AREA#020061403","020061403",6,14,3,"6_14_3",32,15,39,5,8,1
"AREA#020061404","020061404",6,14,4,"6_14_4",37,17,38,3,5,0
"AREA#020061405","020061405",6,14,5,"6_14_5",38,24,31,3,3,0
"AREA#020061406","020061406",6,14,6,"6_14_6",35,26,30,4,5,0
"AREA#020061407","020061407",6,14,7,"6_14_7",36,25,32,5,2,0
"AREA#020061408","020061408",6,14,8,"6_14_8",28,34,30,5,2,0
"AREA#020061409","020061409",6,14,9,"6_14_9",31,31,30,5,3,0
"AREA#020061410","020061410",6,14,10,"6_14_10",34,27,32,4,2,1
"AREA#020061501","020061501",6,15,1,"6_15_1",42,21,29,4,3,1
"AREA#020061502","020061502",6,15,2,"6_15_2",40,20,31,4,5,0
"AREA#020061503","020061503",6,15,3,"6_15_3",39,20,32,4,5,0
"AREA#020061504","020061504",6,15,4,"6_15_4",38,23,31,3,5,0
"AREA#020061505","020061505",6,15,5,"6_15_5",36,25,33,3,2,0
"AREA#020061506","020061506",6,15,6,"6_15_6",47,28,22,2,1,0
"AREA#020061507","020061507",6,15,7,"6_15_7",35,22,33,4,4,1
"AREA#020061508","020061508",6,15,8,"6_15_8",34,20,37,5,4,0
"AREA#020061509","020061509",6,15,9,"6_15_9",32,27,32,4,4,0
"AREA#020061510","020061510",6,15,10,"6_15_10",31,20,41,6,3,0
"AREA#020061601","020061601",6,16,1,"6_16_1",44,28,23,2,2,0
"AREA#020061602","020061602",6,16,2,"6_16_2",41,25,27,3,4,0
"AREA#020061603","020061603",6,16,3,"6_16_3",33,22,35,5,5,1
"AREA#020061604","020061604",6,16,4,"6_16_4",44,24,27,3,2,1
"AREA#020061605","020061605",6,16,5,"6_16_5",35,26,30,5,3,0
"AREA#020061606","020061606",6,16,6,"6_16_6",39,23,30,4,4,0
"AREA#020061607","020061607",6,16,7,"6_16_7",33,33,27,4,3,0
"AREA#020061608","020061608",6,16,8,"6_16_8",35,29,30,3,3,0
"AREA#020061609","020061609",6,16,9,"6_16_9",34,24,33,6,3,0
"AREA#020061610","020061610",6,16,10,"6_16_10",31,20,40,4,4,0
"AREA#020061611","020061611",6,16,11,"6_16_11",36,19,32,6,6,1
"AREA#020061701","020061701",6,17,1,"6_17_1",39,18,34,4,4,0
"AREA#020061702","020061702",6,17,2,"6_17_2",39,21,31,3,5,0
"AREA#020061703","020061703",6,17,3,"6_17_3",35,21,35,3,5,1
"AREA#020061704","020061704",6,17,4,"6_17_4",48,16,28,5,3,0
"AREA#020061705","020061705",6,17,5,"6_17_5",36,18,35,3,7,1
"AREA#020061706","020061706",6,17,6,"6_17_6",40,19,35,3,3,0
"AREA#020061707","020061707",6,17,7,"6_17_7",41,18,31,4,6,0
"AREA#020061801","020061801",6,18,1,"6_18_1",44,28,20,4,3,0
"AREA#020061802","020061802",6,18,2,"6_18_2",45,26,24,3,2,0
"AREA#020061803","020061803",6,18,3,"6_18_3",46,20,27,3,3,1
"AREA#020061804","020061804",6,18,4,"6_18_4",44,28,24,2,2,0
"AREA#020061805","020061805",6,18,5,"6_18_5",45,21,25,3,4,2
"AREA#020061806","020061806",6,18,6,"6_18_6",51,26,17,2,3,0
"AREA#020061807","020061807",6,18,7,"6_18_7",41,24,26,3,6,0
"AREA#020061808","020061808",6,18,8,"6_18_8",42,23,26,3,4,1
"AREA#020061809","020061809",6,18,9,"6_18_9",44,24,26,2,5,0
"AREA#020061901","020061901",6,19,1,"6_19_1",43,24,25,3,4,1
"AREA#020061902","020061902",6,19,2,"6_19_2",45,21,26,4,3,0
"AREA#020061903","020061903",6,19,3,"6_19_3",42,23,29,3,3,0
"AREA#020061904","020061904",6,19,4,"6_19_4",39,22,29,4,5,1
"AREA#020061905","020061905",6,19,5,"6_19_5",41,19,29,5,6,0
"AREA#020061906","020061906",6,19,6,"6_19_6",36,23,31,5,4,0
"AREA#020061907","020061907",6,19,7,"6_19_7",42,18,32,2,4,1
"AREA#020061908","020061908",6,19,8,"6_19_8",35,20,34,4,7,0
"AREA#020062001","020062001",6,20,1,"6_20_1",36,15,36,4,7,1
"AREA#020062002","020062002",6,20,2,"6_20_2",31,21,39,3,6,0
"AREA#020062003","020062003",6,20,3,"6_20_3",42,17,34,2,4,1
"AREA#020062004","020062004",6,20,4,"6_20_4",42,23,27,5,3,0
"AREA#020062005","020062005",6,20,5,"6_20_5",43,21,29,3,3,1
"AREA#020062006","020062006",6,20,6,"6_20_6",41,22,30,3,3,0
"AREA#020062007","020062007",6,20,7,"6_20_7",41,24,28,3,4,0
"AREA#020062008","020062008",6,20,8,"6_20_8",39,19,34,4,3,1
"AREA#020062009","020062009",6,20,9,"6_20_9",32,23,32,4,8,1
"AREA#020062010","020062010",6,20,10,"6_20_10",36,23,32,4,4,0
"AREA#020062101","020062101",6,21,1,"6_21_1",32,19,35,5,8,0
"AREA#020062102","020062102",6,21,2,"6_21_2",34,20,35,5,6,0
"AREA#020062103","020062103",6,21,3,"6_21_3",34,24,32,4,7,0
"AREA#020062104","020062104",6,21,4,"6_21_4",29,18,34,5,13,2
"AREA#020062105","020062105",6,21,5,"6_21_5",37,21,33,4,4,1
"AREA#020062106","020062106",6,21,6,"6_21_6",36,20,34,6,3,1
"AREA#020062107","020062107",6,21,7,"6_21_7",27,22,43,5,3,0
"AREA#020062108","020062108",6,21,8,"6_21_8",28,27,37,4,4,0
"AREA#020062109","020062109",6,21,9,"6_21_9",34,22,34,4,5,0
"AREA#020062110","020062110",6,21,10,"6_21_10",39,18,34,6,3,1
"AREA#020062111","020062111",6,21,11,"6_21_11",33,25,33,4,5,0
"AREA#020070101","020070101",7,1,1,"7_1_1",29,19,35,7,9,1
"AREA#020070102","020070102",7,1,2,"7_1_2",25,17,36,5,13,3
"AREA#020070103","020070103",7,1,3,"7_1_3",23,18,36,9,13,1
"AREA#020070104","020070104",7,1,4,"7_1_4",22,13,34,7,18,5
"AREA#020070105","020070105",7,1,5,"7_1_5",35,17,26,6,11,4
"AREA#020070106","020070106",7,1,6,"7_1_6",22,23,32,11,12,1
"AREA#020070107","020070107",7,1,7,"7_1_7",28,23,30,5,10,4
"AREA#020070108","020070108",7,1,8,"7_1_8",37,14,29,7,11,2
"AREA#020070109","020070109",7,1,9,"7_1_9",16,15,43,4,18,3
"AREA#020070110","020070110",7,1,10,"7_1_10",25,19,42,5,8,1
"AREA#020070201","020070201",7,2,1,"7_2_1",31,28,29,5,5,1
"AREA#020070202","020070202",7,2,2,"7_2_2",31,32,27,3,6,1
"AREA#020070203","020070203",7,2,3,"7_2_3",26,20,36,7,9,2
"AREA#020070204","020070204",7,2,4,"7_2_4",26,21,41,4,7,1
"AREA#020070205","020070205",7,2,5,"7_2_5",19,17,42,5,15,3
"AREA#020070206","020070206",7,2,6,"7_2_6",32,18,35,7,9,1
"AREA#020070207","020070207",7,2,7,"7_2_7",23,16,32,5,18,7
"AREA#020070208","020070208",7,2,8,"7_2_8",27,14,37,4,14,4
"AREA#020070209","020070209",7,2,9,"7_2_9",26,23,34,7,9,1
"AREA#020070301","020070301",7,3,1,"7_3_1",36,18,34,6,6,0
"AREA#020070302","020070302",7,3,2,"7_3_2",35,23,28,6,8,1
"AREA#020070303","020070303",7,3,3,"7_3_3",32,18,36,7,7,0
"AREA#020070304","020070304",7,3,4,"7_3_4",25,31,31,7,5,1
"AREA#020070305","020070305",7,3,5,"7_3_5",37,19,33,6,5,0
"AREA#020070306","020070306",7,3,6,"7_3_6",30,23,35,4,6,1
"AREA#020070307","020070307",7,3,7,"7_3_7",33,21,36,4,6,1
"AREA#020070308","020070308",7,3,8,"7_3_8",45,19,25,4,6,2
"AREA#020070309","020070309",7,3,9,"7_3_9",30,26,28,4,9,4
"AREA#020070310","020070310",7,3,10,"7_3_10",35,20,31,8,6,0
"AREA#020070401","020070401",7,4,1,"7_4_1",29,16,38,4,12,1
"AREA#020070402","020070402",7,4,2,"7_4_2",28,22,43,6,1,0
"AREA#020070403","020070403",7,4,3,"7_4_3",38,24,30,5,2,0
"AREA#020070404","020070404",7,4,4,"7_4_4",36,23,32,6,4,0
"AREA#020070405","020070405",7,4,5,"7_4_5",42,17,29,5,7,0
"AREA#020070406","020070406",7,4,6,"7_4_6",44,25,20,5,5,1
"AREA#020070407","020070407",7,4,7,"7_4_7",43,24,24,3,6,0
"AREA#020070408","020070408",7,4,8,"7_4_8",49,14,28,7,3,0
"AREA#020070409","020070409",7,4,9,"7_4_9",27,28,28,5,12,0
"AREA#020070410","020070410",7,4,10,"7_4_10",34,23,35,4,4,0
"AREA#020070501","020070501",7,5,1,"7_5_1",48,27,21,2,2,0
"AREA#020070502","020070502",7,5,2,"7_5_2",49,22,25,2,2,0
"AREA#020070503","020070503",7,5,3,"7_5_3",41,21,29,3,4,2
"AREA#020070504","020070504",7,5,4,"7_5_4",41,19,32,3,3,1
"AREA#020070505","020070505",7,5,5,"7_5_5",38,27,27,4,4,0
"AREA#020070506","020070506",7,5,6,"7_5_6",39,19,35,3,3,1
"AREA#020070507","020070507",7,5,7,"7_5_7",32,25,35,4,4,0
"AREA#020070508","020070508",7,5,8,"7_5_8",35,12,40,4,8,1
