"areas","LINK","comuna","fraccion","radio","CO_FRAC_RA","cantidad","capeco"
"AREA#020032706","020032706",3,27,6,"3_27_6",306,7.75
"AREA#020032707","020032707",3,27,7,"3_27_7",367,7.95
"AREA#020040101","020040101",4,1,1,"4_1_1",247,5.74
"AREA#020040102","020040102",4,1,2,"4_1_2",263,5.98
"AREA#020040103","020040103",4,1,3,"4_1_3",215,5.67
"AREA#020040104","020040104",4,1,4,"4_1_4",236,4.88
"AREA#020040105","020040105",4,1,5,"4_1_5",234,4.34
"AREA#020040106","020040106",4,1,6,"4_1_6",206,5.03
"AREA#020040107","020040107",4,1,7,"4_1_7",168,5.96
"AREA#020040108","020040108",4,1,8,"4_1_8",225,5.92
"AREA#020040109","020040109",4,1,9,"4_1_9",224,6.55
"AREA#020040110","020040110",4,1,10,"4_1_10",157,6.39
"AREA#020040111","020040111",4,1,11,"4_1_11",200,5.94
"AREA#020040112","020040112",4,1,12,"4_1_12",183,6.37
"AREA#020040113","020040113",4,1,13,"4_1_13",136,6.48
"AREA#020040114","020040114",4,1,14,"4_1_14",236,5.77
"AREA#020040201","020040201",4,2,1,"4_2_1",274,6.91
"AREA#020040202","020040202",4,2,2,"4_2_2",283,6.7
"AREA#020040203","020040203",4,2,3,"4_2_3",385,7.24
"AREA#020040204","020040204",4,2,4,"4_2_4",273,6.51
"AREA#020040205","020040205",4,2,5,"4_2_5",232,6.06
"AREA#020040206","020040206",4,2,6,"4_2_6",257,6.56
"AREA#020040207","020040207",4,2,7,"4_2_7",315,5.97
"AREA#020040208","020040208",4,2,8,"4_2_8",189,6.74
"AREA#020040209","020040209",4,2,9,"4_2_9",209,6.38
"AREA#020040210","020040210",4,2,10,"4_2_10",316,5.38
"AREA#020040301","020040301",4,3,1,"4_3_1",342,6.96
"AREA#020040302","020040302",4,3,2,"4_3_2",297,6.7
"AREA#020040303","020040303",4,3,3,"4_3_3",221,6.68
"AREA#020040304","020040304",4,3,4,"4_3_4",298,6.41
"AREA#020040305","020040305",4,3,5,"4_3_5",361,6.85
"AREA#020040306","020040306",4,3,6,"4_3_6",296,6.96
"AREA#020040307","020040307",4,3,7,"4_3_7",229,7.36
"AREA#020040308","020040308",4,3,8,"4_3_8",276,7.04
"AREA#020040309","020040309",4,3,9,"4_3_9",183,7.26
"AREA#020040310","020040310",4,3,10,"4_3_10",293,7.25
"AREA#020040311","020040311",4,3,11,"4_3_11",308,6.91
"AREA#020040312","020040312",4,3,12,"4_3_12",341,6.47
"AREA#020040313","020040313",4,3,13,"4_3_13",197,5.97
"AREA#020040401","020040401",4,4,1,"4_4_1",237,7.85
"AREA#020040402","020040402",4,4,2,"4_4_2",295,8.34
"AREA#020040403","020040403",4,4,3,"4_4_3",320,7.77
"AREA#020040404","020040404",4,4,4,"4_4_4",331,7.25
"AREA#020040405","020040405",4,4,5,"4_4_5",366,7.56
"AREA#020040406","020040406",4,4,6,"4_4_6",286,6.97
"AREA#020040407","020040407",4,4,7,"4_4_7",330,7.44
"AREA#020040408","020040408",4,4,8,"4_4_8",290,6.88
"AREA#020040409","020040409",4,4,9,"4_4_9",285,6.39
"AREA#020040410","020040410",4,4,10,"4_4_10",273,7.19
"AREA#020040411","020040411",4,4,11,"4_4_11",344,6.69
"AREA#020040501","020040501",4,5,1,"4_5_1",370,8.31
"AREA#020040502","020040502",4,5,2,"4_5_2",260,7.72
"AREA#020040503","020040503",4,5,3,"4_5_3",331,8.01
"AREA#020040504","020040504",4,5,4,"4_5_4",279,7.29
"AREA#020040505","020040505",4,5,5,"4_5_5",205,8.28
"AREA#020040506","020040506",4,5,6,"4_5_6",350,8.11
"AREA#020040507","020040507",4,5,7,"4_5_7",262,6.76
"AREA#020040508","020040508",4,5,8,"4_5_8",250,7
